company_id,type,rule_triggered,text,confidence_pct
ICICIBANK,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
ICICIBANK,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.4% (SIMULATED),82
ICICIBANK,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
ICICIGI,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
ICICIGI,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹486 Cr,92
ICICIGI,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 12.9% CAGR over 5 years,88
ICICIGI,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
ICICIGI,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.5% (SIMULATED),82
ICICIGI,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 49.0x P/E (SIMULATED),80
ICICIPRULI,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹105 Cr,92
ICICIPRULI,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 16.9% CAGR over 5 years,88
ICICIPRULI,con,LOW_ROE,"Subdued Return on Equity at 7.7%, below large-cap historical averages",88
ICICIPRULI,con,NEGATIVE_PAT_GROWTH,Net profit has contracted over the 5-year historical horizon,85
ICICIPRULI,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -8.60), suggesting accrual buildup",80
INDIGO,pro,ROE_GT_20,Company has delivered superior Return on Equity of 892.6%,95
INDIGO,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 4953.5%,90
INDIGO,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹9,424 Cr",92
INDIGO,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 19.3% CAGR over 5 years,88
INDIGO,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 120.7% CAGR over 5 years,88
INDIGO,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
INDIGO,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.3% (SIMULATED),82
INDIGO,pro,HEALTHY_OPM,Healthy operating margin of 76.3%,85
INDIGO,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (84.9/100),80
INDIGO,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 76.2x P/E (SIMULATED),80
INDIGO,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (17.1% of sales) requires continuous capital deployment,75
INDUSINDBK,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 15.5% CAGR over 5 years,88
INDUSINDBK,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 22.1% CAGR over 5 years,88
INDUSINDBK,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-17,468 Cr due to heavy reinvestment/working capital",90
INDUSINDBK,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -1.88), suggesting accrual buildup",80
INFY,pro,ROE_GT_20,Company has delivered superior Return on Equity of 29.8%,95
INFY,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 32.9%,90
INFY,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹20,117 Cr",92
INFY,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 13.2% CAGR over 5 years,88
INFY,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.1% (SIMULATED),82
INFY,pro,HEALTHY_OPM,Healthy operating margin of 23.7%,85
INFY,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
IOC,pro,ROE_GT_20,Company has delivered superior Return on Equity of 23.5%,95
IOC,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹39,635 Cr",92
IOC,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 20.1% CAGR over 5 years,88
IOC,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
IOC,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
IRCTC,pro,ROE_GT_20,Company has delivered superior Return on Equity of 34.4%,95
IRCTC,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 42.8%,90
IRCTC,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹667 Cr,92
IRCTC,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 18.0% CAGR over 5 years,88
IRCTC,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 29.2% CAGR over 5 years,88
IRCTC,pro,HEALTHY_OPM,Healthy operating margin of 34.3%,85
IRCTC,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (68.7/100),80
IRCTC,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 60.4x P/E (SIMULATED),80
IRCTC,con,HIGH_WC_DAYS,Working capital cycle is extended at 214 days,78
IRFC,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹7,906 Cr",92
IRFC,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 19.1% CAGR over 5 years,88
IRFC,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 23.2% CAGR over 5 years,88
IRFC,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
IRFC,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.8% (SIMULATED),82
IRFC,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
ITC,pro,ROE_GT_20,Company has delivered superior Return on Equity of 27.9%,95
ITC,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 32.6%,90
ITC,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
ITC,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹18,742 Cr",92
ITC,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.3% (SIMULATED),82
ITC,pro,HEALTHY_OPM,Healthy operating margin of 37.0%,85
ITC,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 47.9x P/E (SIMULATED),80
JINDALSTEL,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
JINDALSTEL,pro,HEALTHY_OPM,Healthy operating margin of 20.3%,85
JINDALSTEL,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-2,336 Cr due to heavy reinvestment/working capital",90
JINDALSTEL,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of 1.4%,82
JINDALSTEL,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 77.6x P/E (SIMULATED),80
JINDALSTEL,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (16.6% of sales) requires continuous capital deployment,75
JIOFIN,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
JIOFIN,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹763 Cr,92
JIOFIN,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.1% (SIMULATED),82
JIOFIN,con,LOW_ROE,"Subdued Return on Equity at 1.1%, below large-cap historical averages",88
JIOFIN,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -0.42), suggesting accrual buildup",80
JSWENERGY,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 20.3% CAGR over 5 years,88
JSWENERGY,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
JSWENERGY,pro,HEALTHY_OPM,Healthy operating margin of 46.9%,85
JSWENERGY,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-1,963 Cr due to heavy reinvestment/working capital",90
JSWENERGY,con,LOW_ROE,"Subdued Return on Equity at 8.3%, below large-cap historical averages",88
JSWENERGY,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of 4.7%,82
JSWENERGY,con,HIGH_WC_DAYS,Working capital cycle is extended at 195 days,78
JSWENERGY,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (71.4% of sales) requires continuous capital deployment,75
JSWSTEEL,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 15.6% CAGR over 5 years,88
JSWSTEEL,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
JSWSTEEL,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.9% (SIMULATED),82
JSWSTEEL,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-2,389 Cr due to heavy reinvestment/working capital",90
JSWSTEEL,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 69.3x P/E (SIMULATED),80
KOTAKBANK,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹6,766 Cr",92
KOTAKBANK,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 13.5% CAGR over 5 years,88
KOTAKBANK,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 20.4% CAGR over 5 years,88
KOTAKBANK,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
LICI,pro,ROE_GT_20,Company has delivered superior Return on Equity of 49.5%,95
LICI,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
LICI,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹853 Cr,92
LICI,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 73.2% CAGR over 5 years,88
LICI,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.8% (SIMULATED),82
LICI,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
LODHA,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
LODHA,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.0% (SIMULATED),82
LODHA,pro,HEALTHY_OPM,Healthy operating margin of 25.8%,85
LODHA,con,NEGATIVE_FCF,Free cash flow is negative at ₹-435 Cr due to heavy reinvestment/working capital,90
LODHA,con,LOW_ROE,"Subdued Return on Equity at 8.9%, below large-cap historical averages",88
LODHA,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of -2.8%,82
LODHA,con,NEGATIVE_PAT_GROWTH,Net profit has contracted over the 5-year historical horizon,85
LODHA,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 52.0x P/E (SIMULATED),80
LODHA,con,HIGH_WC_DAYS,Working capital cycle is extended at 760 days,78
LODHA,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (28.6% of sales) requires continuous capital deployment,75
LT,pro,ROE_GT_20,Company has delivered superior Return on Equity of 77.7%,95
LT,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 118.5%,90
LT,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹20,445 Cr",92
LT,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
LT,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (68.1/100),80
LT,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
LTIM,pro,ROE_GT_20,Company has delivered superior Return on Equity of 22.9%,95
LTIM,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 25.2%,90
LTIM,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,752 Cr",92
LTIM,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 30.3% CAGR over 5 years,88
LTIM,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 24.8% CAGR over 5 years,88
LTIM,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
LTIM,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.4% (SIMULATED),82
LTIM,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 64.5x P/E (SIMULATED),80
M&M,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 15.3% CAGR over 5 years,88
M&M,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.4% (SIMULATED),82
M&M,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-11,245 Cr due to heavy reinvestment/working capital",90
M&M,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -0.46), suggesting accrual buildup",80
M&M,con,HIGH_WC_DAYS,Working capital cycle is extended at 272 days,78
MARUTI,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
MARUTI,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹4,936 Cr",92
MARUTI,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
MARUTI,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
MOTHERSON,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹925 Cr,92
MOTHERSON,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
MOTHERSON,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.2% (SIMULATED),82
MOTHERSON,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
NAUKRI,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 17.1% CAGR over 5 years,88
NAUKRI,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
NAUKRI,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.3% (SIMULATED),82
NAUKRI,pro,HEALTHY_OPM,Healthy operating margin of 28.0%,85
NAUKRI,con,NEGATIVE_FCF,Free cash flow is negative at ₹-150 Cr due to heavy reinvestment/working capital,90
NAUKRI,con,LOW_ROE,"Subdued Return on Equity at 2.0%, below large-cap historical averages",88
NAUKRI,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (33.6% of sales) requires continuous capital deployment,75
NESTLEIND,pro,ROE_GT_20,Company has delivered superior Return on Equity of 117.8%,95
NESTLEIND,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 143.2%,90
NESTLEIND,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹2,938 Cr",92
NESTLEIND,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 14.6% CAGR over 5 years,88
NESTLEIND,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
NESTLEIND,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.9% (SIMULATED),82
NESTLEIND,pro,HEALTHY_OPM,Healthy operating margin of 23.8%,85
NESTLEIND,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (71.3/100),80
NESTLEIND,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 55.0x P/E (SIMULATED),80
NHPC,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹970 Cr,92
NHPC,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
NHPC,pro,HEALTHY_OPM,Healthy operating margin of 49.9%,85
NHPC,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of 1.4%,82
NHPC,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 71.2x P/E (SIMULATED),80
NHPC,con,HIGH_WC_DAYS,Working capital cycle is extended at 359 days,78
NHPC,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (62.0% of sales) requires continuous capital deployment,75
NTPC,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹8,644 Cr",92
NTPC,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 12.2% CAGR over 5 years,88
NTPC,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
NTPC,pro,HEALTHY_OPM,Healthy operating margin of 28.8%,85
NTPC,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (18.0% of sales) requires continuous capital deployment,75
ONGC,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹42,060 Cr",92
ONGC,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
ONGC,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
PFC,pro,ROE_GT_20,Company has delivered superior Return on Equity of 26.2%,95
PFC,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 15.9% CAGR over 5 years,88
PFC,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-101,229 Cr due to heavy reinvestment/working capital",90
PFC,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -3.70), suggesting accrual buildup",80
PIDILITIND,pro,ROE_GT_20,Company has delivered superior Return on Equity of 20.8%,95
PIDILITIND,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 26.9%,90
PIDILITIND,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹955 Cr,92
PIDILITIND,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
PIDILITIND,pro,HEALTHY_OPM,Healthy operating margin of 21.9%,85
PIDILITIND,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
PNB,pro,ROE_GT_20,Company has delivered superior Return on Equity of 61.3%,95
PNB,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 15.9% CAGR over 5 years,88
PNB,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-29,445 Cr due to heavy reinvestment/working capital",90
PNB,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -3.05), suggesting accrual buildup",80
POWERGRID,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹24,176 Cr",92
POWERGRID,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
POWERGRID,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.1% (SIMULATED),82
POWERGRID,pro,HEALTHY_OPM,Healthy operating margin of 86.9%,85
POWERGRID,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 64.4x P/E (SIMULATED),80
POWERGRID,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (28.6% of sales) requires continuous capital deployment,75
RECLTD,pro,ROE_GT_20,Company has delivered superior Return on Equity of 20.4%,95
RECLTD,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 13.3% CAGR over 5 years,88
RECLTD,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 19.8% CAGR over 5 years,88
RECLTD,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.2% (SIMULATED),82
RECLTD,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-59,554 Cr due to heavy reinvestment/working capital",90
RECLTD,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -4.08), suggesting accrual buildup",80
RELIANCE,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹45,207 Cr",92
RELIANCE,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
RELIANCE,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.2% (SIMULATED),82
RELIANCE,con,LOW_ROE,"Subdued Return on Equity at 10.0%, below large-cap historical averages",88
RELIANCE,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 58.3x P/E (SIMULATED),80
SBILIFE,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
SBILIFE,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 24.2% CAGR over 5 years,88
SBILIFE,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
SBILIFE,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-2,099 Cr due to heavy reinvestment/working capital",90
SBILIFE,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 70.0x P/E (SIMULATED),80
SBIN,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹18,156 Cr",92
SBIN,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 83.4% CAGR over 5 years,88
SBIN,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = 0.31), suggesting accrual buildup",80
SBIN,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 54.9x P/E (SIMULATED),80
SHREECEM,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,929 Cr",92
SHREECEM,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
SHREECEM,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.2% (SIMULATED),82
SHREECEM,pro,HEALTHY_OPM,Healthy operating margin of 22.0%,85
SHREECEM,con,LOW_ROE,"Subdued Return on Equity at 8.4%, below large-cap historical averages",88
SHRIRAMFIN,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 18.6% CAGR over 5 years,88
SHRIRAMFIN,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 23.5% CAGR over 5 years,88
SHRIRAMFIN,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-31,359 Cr due to heavy reinvestment/working capital",90
SHRIRAMFIN,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -4.20), suggesting accrual buildup",80
SHRIRAMFIN,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 68.5x P/E (SIMULATED),80
SIEMENS,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,168 Cr",92
SIEMENS,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 19.9% CAGR over 5 years,88
SIEMENS,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.7% (SIMULATED),82
SIEMENS,con,HIGH_WC_DAYS,Working capital cycle is extended at 204 days,78
SUNPHARMA,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹11,372 Cr",92
SUNPHARMA,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 24.5% CAGR over 5 years,88
SUNPHARMA,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
SUNPHARMA,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.9% (SIMULATED),82
SUNPHARMA,pro,HEALTHY_OPM,Healthy operating margin of 26.8%,85
SUNPHARMA,con,HIGH_WC_DAYS,Working capital cycle is extended at 176 days,78
TATACONSUM,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹26 Cr,92
TATACONSUM,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 16.0% CAGR over 5 years,88
TATACONSUM,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 21.6% CAGR over 5 years,88
TATACONSUM,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
TATACONSUM,con,LOW_ROE,"Subdued Return on Equity at 7.6%, below large-cap historical averages",88
TATACONSUM,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 54.8x P/E (SIMULATED),80
TATAMOTORS,pro,ROE_GT_20,Company has delivered superior Return on Equity of 37.5%,95
TATAMOTORS,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹45,133 Cr",92
TATAMOTORS,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
TATAMOTORS,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.6% (SIMULATED),82
TATAMOTORS,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 67.1x P/E (SIMULATED),80
TATAPOWER,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹3,569 Cr",92
TATAPOWER,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 15.5% CAGR over 5 years,88
TATAPOWER,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
TATAPOWER,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
TATASTEEL,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹6,048 Cr",92
TATASTEEL,con,LOW_ROE,"Subdued Return on Equity at -5.3%, below large-cap historical averages",88
TATASTEEL,con,LOW_ICR,Low interest coverage of 2.2x reflects interest burden on operating profit,85
TATASTEEL,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -4.13), suggesting accrual buildup",80
TATASTEEL,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 49.0x P/E (SIMULATED),80
TCS,pro,ROE_GT_20,Company has delivered superior Return on Equity of 50.9%,95
TCS,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 60.2%,90
TCS,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹50,429 Cr",92
TCS,pro,HEALTHY_OPM,Healthy operating margin of 26.7%,85
TCS,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (70.3/100),80
TCS,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 78.7x P/E (SIMULATED),80
TECHM,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹5,058 Cr",92
TECHM,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
TECHM,con,LOW_ROE,"Subdued Return on Equity at 9.0%, below large-cap historical averages",88
TECHM,con,NEGATIVE_PAT_GROWTH,Net profit has contracted over the 5-year historical horizon,85
TECHM,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 57.4x P/E (SIMULATED),80
TITAN,pro,ROE_GT_20,Company has delivered superior Return on Equity of 37.2%,95
TITAN,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,506 Cr",92
TITAN,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 20.9% CAGR over 5 years,88
TITAN,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 20.3% CAGR over 5 years,88
TITAN,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.1% (SIMULATED),82
TITAN,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = 0.48), suggesting accrual buildup",80
TITAN,con,HIGH_WC_DAYS,Working capital cycle is extended at 134 days,78
TORNTPHARM,pro,ROE_GT_20,Company has delivered superior Return on Equity of 24.1%,95
TORNTPHARM,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 23.5%,90
TORNTPHARM,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹3,106 Cr",92
TORNTPHARM,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 30.6% CAGR over 5 years,88
TORNTPHARM,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
TORNTPHARM,pro,HEALTHY_OPM,Healthy operating margin of 31.4%,85
TORNTPHARM,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 46.4x P/E (SIMULATED),80
TRENT,pro,ROE_GT_20,Company has delivered superior Return on Equity of 36.3%,95
TRENT,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 22.3%,90
TRENT,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹841 Cr,92
TRENT,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 36.3% CAGR over 5 years,88
TRENT,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 73.1% CAGR over 5 years,88
TRENT,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.5% (SIMULATED),82
TRENT,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (65.9/100),80
TRENT,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
TVSMOTOR,pro,ROE_GT_20,Company has delivered superior Return on Equity of 26.2%,95
TVSMOTOR,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 14.2% CAGR over 5 years,88
TVSMOTOR,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 19.7% CAGR over 5 years,88
TVSMOTOR,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.1% (SIMULATED),82
TVSMOTOR,con,HIGH_LEVERAGE,Elevated leverage with Debt-to-Equity ratio of 3.83x,92
